,City,Country,Date,Humidity,Cloudiness,Lat,Long,Temp,WindSpeed
364,Flin,FR,1626042452,91,15,48.4982,6.6557,64.67,4.76
365,Oddur,SO,1626042452,75,56,4.1213,43.8894,71.29,20.07
366,Yabrūd,SY,1626042453,46,0,33.9674,36.6574,64.06,3.04
367,Richards,US,1626042453,41,1,46.8361,-95.9123,83.32,6.91
368,Arki,IN,1626042453,92,43,31.15,76.9667,70.77,4.27
369,Havelock,US,1626042454,84,50,34.8791,-76.9013,84.94,8.99
370,Gladstone,AU,1626042455,77,75,-23.85,151.25,61.79,0.0
371,Ostrovnoy,RU,1626042455,75,42,68.0531,39.5131,43.25,6.98
372,Nome,US,1626042456,76,1,64.5011,-165.4064,59.16,11.5
373,Kumul,CN,1626042233,34,31,42.8,93.45,81.97,10.11
374,Berlevåg,NO,1626042456,77,6,70.8578,29.0864,50.02,11.36
375,Kānt,IN,1626042457,70,97,27.8,79.8,83.53,12.5
376,Laas,IT,1626042457,89,15,46.6166,10.7002,63.48,2.8
377,Mount,GB,1626042458,88,100,53.6597,-1.8537,62.26,2.68
378,Qasigiannguit,GL,1626042458,75,61,68.8193,-51.1922,48.45,2.39
379,Hong Kong,HK,1626042406,85,100,22.2855,114.1577,86.32,4.0
380,Mascota,MX,1626042459,84,99,20.5167,-104.7833,75.31,4.81
381,Lashio,MM,1626042459,98,43,22.9333,97.75,67.21,1.57
382,Piaçabuçu,BR,1626042460,85,8,-10.4056,-36.4344,73.56,6.51
383,Petropavlivka,UA,1626042460,74,37,48.4564,36.4367,71.17,7.65
384,Chernyshevskiy,RU,1626042460,66,48,63.0128,112.4714,59.27,2.75
385,Nantucket,US,1626042322,80,1,41.2835,-70.0995,74.97,6.91
386,Bolobo,CD,1626042461,42,92,-2.1667,16.2333,81.23,2.01
387,Kokopo,PG,1626042462,73,44,-4.352,152.2633,80.62,5.3
388,Benjamin,US,1626042462,15,1,40.0983,-111.7313,104.43,3.44
389,Kamakwie,SL,1626042463,96,100,9.5,-12.2333,73.13,5.82
390,Zhezkazgan,KZ,1626042463,26,98,47.8043,67.7144,79.09,10.74
391,Orangeburg,US,1626042464,65,20,33.4918,-80.8557,91.45,8.05
392,Vila,PT,1626042464,82,100,42.0304,-8.1588,55.74,3.49
393,Itupiranga,BR,1626042464,53,17,-5.1347,-49.3267,80.92,2.1
394,Bethel,US,1626042443,85,90,41.3712,-73.414,77.36,1.01
395,Sao,IN,1626042465,88,99,20.5113,76.2129,75.76,3.47
396,Aykhal,RU,1626042466,89,96,66.0,111.5,46.89,3.2
397,Bandeirantes,BR,1626042466,48,0,-23.11,-50.3675,63.82,3.85
398,Rafai,CF,1626042467,98,67,4.95,23.9167,66.94,1.16
399,Hūn,LY,1626042467,39,0,29.1268,15.9477,81.14,10.65
400,Mandalī,IQ,1626042467,11,0,33.7499,45.5541,97.74,12.17
401,Tiznit Province,MA,1626042468,37,100,29.5833,-9.5,85.57,3.06
402,Panama,PA,1626042313,92,100,9.0,-80.0,83.89,4.14
403,Santa,PH,1626042325,86,99,17.486,120.4348,78.84,3.87
404,Key,US,1626042468,46,68,32.7282,-101.7996,83.44,6.67
405,Meihekou,CN,1626042469,93,10,42.5272,125.6753,70.41,5.28
406,Nizhnyaya,RU,1626042469,88,76,63.4737,41.607,62.2,3.11
407,Straumen,NO,1626042470,90,82,63.8709,11.2999,59.95,4.83
408,Yeniseysk,RU,1626042470,73,100,58.4497,92.1703,60.57,1.45
409,Gorahun,SL,1626042471,98,100,7.4661,-11.2375,72.05,1.54
410,Ust-Nera,RU,1626042471,76,100,64.5667,143.2,57.69,10.54
411,Matara,LK,1626042471,87,100,5.9485,80.5353,78.31,16.02
412,Leningradskiy,RU,1626042472,63,50,69.3833,178.4167,65.46,5.88
413,Beitbridge,ZW,1626042472,48,0,-22.2167,30.0,60.53,5.75
414,Pierre,US,1626042473,30,1,44.3683,-100.351,91.99,9.22
415,Northam,GB,1626042473,96,100,51.0333,-4.2167,61.3,10.18
416,Meulaboh,ID,1626042473,83,96,4.1363,96.1285,74.93,4.0
417,Kuching,MY,1626042474,94,20,1.55,110.3333,75.42,0.0
418,Edgewater,US,1626042474,74,40,28.9889,-80.9023,87.1,11.5
419,Ziro,IN,1626042475,91,72,27.6333,93.8333,59.23,1.92
420,Sarangani,PH,1626042270,72,81,5.4033,125.4636,83.88,12.75
421,Upernavik,GL,1626042441,72,9,72.7868,-56.1549,39.0,13.35
422,Ginir,ET,1626042475,73,16,7.1333,40.7,57.92,13.15
423,Kenai,US,1626042411,52,90,60.5544,-151.2583,63.03,19.57
424,Beringovskiy,RU,1626042469,62,81,63.05,179.3167,60.84,3.76
425,Bonthe,SL,1626042477,91,100,7.5264,-12.505,75.85,9.75
426,Altamira,BR,1626042477,71,86,-3.2033,-52.2064,80.29,3.0
427,Machachi,EC,1626042478,71,70,-0.5,-78.5667,56.75,2.55
428,Tura,IN,1626042478,83,98,25.5198,90.2201,75.67,2.68
429,Muros,ES,1626042478,80,78,42.7762,-9.0603,63.23,6.49
430,Andenes,NO,1626042479,94,75,69.3143,16.1194,58.06,3.44
431,Isangel,VU,1626042311,88,75,-19.55,169.2667,77.11,3.44
432,San,ML,1626042420,63,93,13.3034,-4.8956,82.09,5.14
433,del,IR,1626042480,39,78,38.7941,45.0665,70.7,4.41
434,Hillsborough,US,1626042480,65,20,37.5741,-122.3794,97.84,8.01
435,Chara,RU,1626042481,97,100,56.9064,118.2631,55.22,2.17
436,Wanning,CN,1626042482,86,100,18.8003,110.3967,80.17,5.5
437,Laguna,US,1626042468,14,1,38.421,-121.4238,114.21,10.36
438,Kintinku,TZ,1626042483,58,9,-5.8833,35.2333,66.51,2.42
439,El Puerto de Santa María,ES,1626042483,89,20,36.5939,-6.233,79.61,8.05
440,Damietta,EG,1626042483,79,0,31.4165,31.8133,78.62,7.78
441,Östersund,SE,1626042484,87,75,63.1792,14.6357,56.61,3.44
442,Edd,ER,1626042484,56,72,13.9297,41.6925,92.19,6.53
443,Texarkana,US,1626042485,60,40,33.4251,-94.0477,89.82,4.0
444,Lavrentiya,RU,1626042485,81,95,65.5833,-171.0,49.15,5.77
445,Pangai,TO,1626042486,78,20,-19.8,-174.35,80.71,10.36
446,Dalvik,IS,1626042486,83,100,65.9702,-18.5286,53.53,2.68
447,Arlit,NE,1626042486,15,0,18.7369,7.3853,93.45,5.32
448,Malpe,IN,1626042487,93,100,13.35,74.7167,74.5,5.61
449,Lubyany,RU,1626042487,77,0,56.0378,51.4,55.04,7.31
450,Husavik,IS,1626042488,85,45,66.0449,-17.3389,53.51,1.9
451,Vanderhoof,CA,1626042412,25,7,54.0166,-124.0198,78.37,6.31
452,Majene,ID,1626042488,85,100,-3.5403,118.9707,77.74,10.67
453,Chabahar,IR,1626042489,82,91,25.2919,60.643,83.3,10.47
454,Bilma,NE,1626042489,36,70,18.6853,12.9164,87.75,7.54
455,Jilin,CN,1626042490,93,55,43.0,126.0,69.64,4.12
456,Excelsior,US,1626042490,42,1,44.9033,-93.5664,88.14,4.0
457,Forsytheganj,BY,1626042491,59,45,52.6333,29.7333,71.96,4.21
458,Waiuku,NZ,1626042491,75,100,-37.25,174.75,51.69,10.27
459,Provideniya,RU,1626042492,66,0,64.3833,-173.3,51.91,8.95
460,Puebloviejo,CO,1626042492,75,89,10.9938,-74.2844,86.11,4.76
461,Tambacounda,SN,1626042492,83,40,13.7539,-13.7586,78.85,11.5
462,Chalon-sur-Saône,FR,1626042401,89,54,46.7833,4.85,65.39,4.65
463,Verkhnyaya,RU,1626042493,69,24,60.9844,40.2072,62.92,4.38
464,Terrace,CA,1626042312,46,40,54.5163,-128.6035,73.42,5.75
465,Soligalich,RU,1626042494,76,5,59.0778,42.2864,60.48,1.59
466,Tulsīpur,NP,1626042494,81,99,28.131,82.2973,75.06,3.15
467,Najrān,SA,1626042494,19,88,17.4924,44.1277,84.85,3.22
468,Flinders,AU,1626042495,94,100,-34.5833,150.8552,48.2,1.01
469,Vostok,RU,1626042495,85,99,46.4856,135.8833,68.23,1.16
470,Brae,GB,1626042496,89,95,60.3964,-1.353,57.11,1.45
471,Springbok,ZA,1626042496,42,75,-29.6643,17.8865,47.73,4.21
472,Roald,NO,1626042497,77,90,62.5833,6.1333,63.34,5.75
473,Charter Township of Clinton,US,1626042470,91,90,42.587,-82.9199,68.77,1.01
474,Yerbogachën,RU,1626042497,73,39,61.2767,108.0108,59.02,1.59
475,Tadine,NC,1626042498,65,100,-21.55,167.8833,71.44,12.24
476,Caceres,ES,1626042296,40,1,39.522,-6.3748,71.8,13.04
477,Tsimmerbude,RU,1626042444,93,1,54.675,20.1347,66.25,7.02
478,Canavieiras,BR,1626042498,85,37,-15.675,-38.9472,70.92,6.08
479,Tsabong,BW,1626042499,25,0,-26.0217,22.401,56.34,13.09
480,Kalmar,SE,1626042499,94,32,56.6616,16.3616,65.97,0.0
481,Khani,GE,1626042500,96,100,41.9563,42.9566,63.97,2.04
482,Bundaberg,AU,1626042500,73,59,-24.85,152.35,63.21,8.01
483,Gobabis,NA,1626042501,33,0,-22.45,18.9667,51.3,13.53
484,Yeppoon,AU,1626042501,85,65,-23.1333,150.7333,55.18,8.01
485,Belmonte,BR,1626042502,82,14,-15.8631,-38.8828,73.9,8.32
486,Naze,JP,1626042502,85,100,28.3667,129.4833,79.72,6.76
487,Trincomalee,LK,1626042503,78,100,8.5711,81.2335,80.65,20.92
488,Sikonge,TZ,1626042503,45,6,-5.6333,32.7667,61.83,4.14
489,Sisimiut,GL,1626042503,59,79,66.9395,-53.6735,48.36,9.64
490,Birjand,IR,1626042504,22,0,32.8663,59.2211,75.67,4.61
491,Coyah,GN,1626042504,90,100,9.75,-13.4167,79.75,2.19
492,Rāzole,IN,1626042505,90,99,16.4833,81.8333,77.77,4.5
493,Lima,PE,1626042264,77,90,-12.0432,-77.0282,62.85,6.91
494,Sarishābāri,BD,1626042505,76,96,24.7333,89.8333,84.52,4.79
495,Mackay,AU,1626042496,88,75,-21.15,149.2,62.69,5.75
496,Rome,US,1626042238,89,75,43.2128,-75.4557,69.94,6.91
497,Chu,KZ,1626042506,48,2,43.5983,73.7614,69.91,9.44
498,Oranjemund,NA,1626042506,79,26,-28.55,16.4333,52.47,2.46
499,Lusambo,CD,1626042507,32,76,-4.9667,23.45,67.5,2.28
500,Ostroh,UA,1626042507,63,46,50.3294,26.5143,68.68,2.01
501,Pocao,BR,1626042508,82,94,-3.3734,-60.4078,79.36,0.94
502,Kaliua,TZ,1626042509,42,20,-5.0606,31.7936,64.99,5.5
503,Tawang Town,IN,1626042509,96,96,27.5833,91.8667,56.28,0.51
504,Khorramshahr,IR,1626042509,15,0,30.4397,48.1664,98.56,6.91
505,Zhangaözen,KZ,1626042510,28,0,43.3,52.8,80.35,9.71
506,Anloga,GH,1626042511,80,4,5.7947,0.8973,77.9,11.32
507,Omsukchan,RU,1626042511,75,89,62.5333,155.8,56.26,11.01
508,Vanavara,RU,1626042511,73,47,60.34,102.2797,58.42,3.4
509,Comodoro,BR,1626042512,41,19,-13.6631,-59.7858,72.88,4.38
510,Dovers,VC,1626042512,84,100,12.8833,-61.1833,80.19,22.7
511,Chiredzi,ZW,1626042513,61,0,-21.05,31.6667,59.49,3.8
512,Otane,NZ,1626042513,71,100,-39.8833,176.6333,45.01,0.85
513,Srednekolymsk,RU,1626042514,35,1,67.45,153.6833,78.62,22.01
514,Oytal,KZ,1626042514,43,6,42.9057,73.2697,69.57,5.19
515,Zhigansk,RU,1626042501,91,100,66.7697,123.3711,44.62,14.52
516,Armizonskoye,RU,1626042514,98,100,55.9461,67.6736,51.55,14.61
517,Tabou,CI,1626042515,80,37,4.423,-7.3528,76.5,8.14
518,Aginskoye,RU,1626042515,78,86,51.1,114.53,59.72,2.62
519,Jiexiu,CN,1626042516,90,96,37.0244,111.9125,70.03,2.93
520,Hyères,FR,1626042516,66,0,43.1167,6.1167,72.25,2.3
521,Formoso,BR,1626042517,32,27,-14.9467,-46.2319,67.84,4.56
522,Batticaloa,LK,1626042517,69,94,7.7102,81.6924,80.15,7.09
523,Ambon City,ID,1626042518,94,40,-3.6954,128.1814,77.14,5.75
524,Namatanai,PG,1626042518,76,78,-3.6667,152.4333,81.3,7.74
525,Deputatsky,RU,1626042518,85,100,69.3,139.9,38.05,7.2
526,Lappeenranta,FI,1626042519,77,0,61.0587,28.1887,66.78,4.61
527,Tal'menka,RU,1626042519,86,90,53.8183,83.5677,63.84,4.92
528,Ixtapa,MX,1626042520,66,40,20.7,-105.2,89.22,13.8
529,Mana,GF,1626042486,84,30,5.6592,-53.7767,79.34,8.61
530,Bhilwara,IN,1626042520,63,69,25.35,74.6333,86.9,1.59
531,Paphos,CY,1626042436,83,20,34.7667,32.4167,78.71,3.44
532,Ponta,PT,1626042320,72,100,38.7333,-28.2667,62.28,15.19
533,Lødingen,NO,1626042289,87,100,68.414,15.9951,61.34,4.0
534,Province of Brindisi,IT,1626042521,55,0,40.5833,17.6667,80.78,2.44
535,Muravlenko,RU,1626042522,62,90,63.7898,74.523,52.99,9.24
536,Half,LR,1626042523,85,94,6.3807,-10.6953,76.89,5.86
537,Talnakh,RU,1626042523,92,100,69.4865,88.3972,45.27,10.67
538,Itarema,BR,1626042523,77,63,-2.9248,-39.9167,79.48,16.04
539,Houma,US,1626042524,77,40,29.5958,-90.7195,89.01,8.05
540,Turukhansk,RU,1626042524,69,38,65.8167,87.9833,41.92,3.67
541,Fort,NL,1626042525,89,58,52.6517,6.3861,66.94,5.41
542,Dukat,RU,1626042525,66,44,62.55,155.55,58.55,10.42
543,Biltine,TD,1626042525,22,94,14.5333,20.9167,92.88,5.39
544,Santa,PH,1626042526,86,99,17.486,120.4348,78.84,3.87
545,Rēzekne,LV,1626042526,81,16,56.5,27.3167,67.53,6.44
546,Grand,US,1626042527,7,0,38.8755,-109.5012,102.6,1.45
547,Gravelbourg,CA,1626042527,19,1,49.8834,-106.5512,93.47,10.36
548,Izhmorskiy,RU,1626042527,81,94,56.194,86.6414,55.22,1.63
549,Kérouané,GN,1626042528,95,92,9.2667,-9.0167,71.06,2.66
550,Dombarovskiy,RU,1626042528,89,6,50.7587,59.5386,60.69,9.08
551,Riyadh,SA,1626042271,13,1,24.6877,46.7219,95.14,5.79
552,Labuan,MY,1626042529,100,40,5.2767,115.2417,77.16,0.0
553,Mahajanga,MG,1626042529,56,20,-15.7167,46.3167,73.42,6.91
554,Luanda,AO,1626042449,94,75,-8.8368,13.2343,71.6,3.44
555,Emerald,AU,1626042530,48,40,-23.5333,148.1667,58.98,5.75
556,Tétouan,MA,1626042530,88,75,35.5711,-5.3724,81.39,4.61
557,Cartagena,CO,1626042461,79,40,10.3997,-75.5144,85.62,9.22
